1 2019-03-15T17:40:55.000+05:30 /product/electronics/transcend-digital-music-player-mp350b false
2 2019-03-15T17:40:57.000+05:30 /product/laptops/micromax-canvas-l1161-lapbook-intel false
3 2019-03-15T17:41:00.000+05:30 /products/home-appliances/milagrow-redhawk-20-robotic-vacuum false
4 2019-03-15T17:41:03.000+05:30 /product/ps4-games/the-evil-within-ps4 false
1 2019-03-15T17:41:05.000+05:30 /products/home-appliances/prestige-pic-140-induction-cooker false
2 2019-03-15T17:41:08.000+05:30 /product/women-fashion/baggit-webster-tingtong-blue-satche false
3 2019-03-15T17:41:11.000+05:30 /products/home-appliances/aqua-18-ltr-aqua-supreme false
4 2019-03-15T17:41:13.000+05:30 /product/ps4-games/motogp-14-standard-edition-ps4 false
1 2019-03-15T17:41:48.000+05:30 /product/laptops/lenovo-g5080-80e502q8ih-notebook-4th true
2 2019-03-15T17:41:51.000+05:30 /product/mobiles/maharaja-whiteline-livo-mixer-grinder true
3 2019-03-15T17:41:53.000+05:30 /product/laptops/micromax-canvas-l1161-lapbook-intel true
4 2019-03-15T17:41:56.000+05:30 /products/home-appliances/philips-trimmer-qt4001-black true
